major_heading,minor_heading,text,speaker,person_id,date,current_party,matched
Rail Strikes,,"Right. We have just over 20 minutes and there are 11 people standing to speak. If there is discipline, they will all get in; no discipline, and some people will not get in.",Nigel Evans,uk.org.publicwhip/person/10190,2022-06-15,Conservative,True
Rail Strikes,,"That was interesting, but my constituents are not really interested in the greatest hits of the left bank on the Opposition Back Bench. They are not interested in the enemy within or talk of the 1970s and 1980s. They do not care much. These strikes are a totally unnecessary indulgence on the part of the RMT; its actions will have very limited impact on its members, but will have a huge impact on my constituents. They will miss work, hospital appointments and precious time with their family and grandchildren, and it will add very unwelcome stress, as many hon. Members have said, to young people at exam time. Let us not kid ourselves: the strikes will affect all of us next week. Rail services will not be back to normal, my rail  company told me, until the week commencing  27 June —Monday week. It is worse than that: the RMT has a six-month mandate from this ballot. Will my constituents travel next week? Some will. Those who have to be in London who are just one hour from Winchester into Waterloo will probably drive, adding to the congestion, and with the eye-watering petrol costs at the moment. I agree with the several calls we have heard about suspending the congestion charge during this unnecessary strike. That is not to say that there are no services from my constituency into London next week—there are. South Western Railway, which serves my constituency, will have just over 2,000 colleagues—guards, depot workers, drivers and so on—who will be swept up in the strike next week. The company briefed us this morning. I too have a good relationship with my local rail workers and my local rail company; the difference is that they do not pay me to have that relationship. The company has worked extremely hard to run a service next week. It is trying to match the key worker flows with the capacity. It has trained up managers with supply at the front to give my constituents a basic service between Southampton and Waterloo, albeit that the first train will not be until 7.30 am and the last train leaves at 5 pm, and my constituents in Micheldever and Shawford will be cut out entirely. I am also concerned about the concessions at railway stations, which, as many have said, have had a horrible time over the past few years. So where to now? If the RMT wants to talk, then call off the strike. Let us take the heat out, because strikes will only up the heat. It is a dereliction of duty for the RMT to say that it does not talk to Tory Governments. It is a disgrace if that is what is being said. We have, “Do not travel next week”, messages going out to my constituents. Let us stop the strikes now, not on Sunday at the last minute, which will not avert travel disruption next week. This motion is very easy to support, because it supports my constituents.",Steve Brine,uk.org.publicwhip/person/24901,2022-06-15,Conservative,True
Rail Strikes,,"Railways have always been an integral part of our country’s economic and social fabric contributing immeasurably to national prosperity, progress and development. The support delivered throughout the pandemic totalled £16 billion of emergency funding to ensure that the railways were kept running, but none the less there has undoubtedly been a significant drop in railway usage, which will perhaps not return fully to pre-pandemic levels as we once expected. Strikes caused by the RMT will not encourage the use of trains at a time when increasing passenger numbers is vital. The funding thankfully ensured that none of the 100,000 staff directly employed by the railways were put on furlough, as were many millions of people in other industries around the country. It is unfortunately not sustainable to continue that level of Government subsidy indefinitely, especially given the current financial difficulties and pressures faced by many people, families and businesses across the country, including in my constituency of beautiful Hastings and Rye. On the serious question of rail strikes, fairness or the lack thereof must be an essential consideration. Having already subsidised the industry through the pandemic  to the sum of £16 billion, is it fair that taxpayers will now have their lives and livelihoods hit by these strikes? Strikes will disrupt British businesses, including the small and medium-sized enterprises that form the country’s economic background, and cost them a significant amount. For those that rely on tourism, as many do in my beautiful constituency, the impact will be all the greater, particularly on more disadvantaged people on low incomes—the very people Opposition Members profess to support. We know otherwise, because Opposition Members continue to encourage the RMT to play political games while the British public struggle. We have already felt the impact of rail strikes on tourism industry businesses in 2017, with huge drops in visitor numbers as a direct result of those strikes. Reforming our railways now is key to making them fit for the future. Only through proper thought and consideration can fairness for both the taxpayer and those who work in the industry be achieved. The Government have my full support for their motion.",Sally-Ann Hart,uk.org.publicwhip/person/25902,2022-06-15,Conservative,True
Rail Strikes,,"There are eight Members standing to speak and we have 15 minutes. Do the sums, if you want to be friendly to colleagues.",Nigel Evans,uk.org.publicwhip/person/10190,2022-06-15,Conservative,True
Rail Strikes,,"The hon. Member for Leeds East (Richard Burgon)  spoke about chilling speeches from Government Members, and I have to say that I have found the speeches from those on the Opposition Benches incredibly chilling. I must be grateful to them, because every time they mention their support for this strike, they remind my constituents what could have been, had they the authority and were they in power. When hard-working families are facing challenges with the cost of living, and when we are still recovering from the effects of the pandemic, the upcoming strikes will wreak havoc on my constituents. Thousands of my constituents commute to work by train. As a proportion, it is almost double the regional average due to our great connectivity to London, Birmingham, Warwick, Coventry and the surrounding areas. That is not to mention the knock-on effects to the rest of the public transport network and the road network. Due to the strike action by the RMT, Chiltern Railways has announced that it will be forced to run a significantly reduced timetable, as will Avanti West Coast, London Northwestern and West Midlands trains, all of which run through my constituency. As has already been said, that means patients missing hospital appointments in Birmingham, family days out in London postponed because of the pandemic being put on hold once again and children, who had a hard time through the pandemic, sitting their GCSE and A-level exams with the added stress of getting to school on time. Hard-working families and hard-working people are being held to ransom by the unions and the Labour party. What does the Opposition have to say to my constituents? The shadow Health Secretary said: “if I were a member of the RMT…I would be voting to go on strike”. The shadow Levelling Up Secretary said that she would be standing up with the striking railway workers who will bring our network to a standstill. Why do the Opposition find it so hard to back hard-working British people and British families? No matter how hard they try and reinvent themselves, they have had more than £100 million in trade union donations over the past decade, and they remain beholden to the trade union barons holding our railways to ransom. That is on top of the news that a shadow Justice Minister said that a Labour Government would take us back into the EU. It is the same old cynical, opportunistic Labour party that backs unions and undermines the British people.",Saqib Bhatti,uk.org.publicwhip/person/25847,2022-06-15,Conservative,True
Rail Strikes,,"First, like many of my colleagues and even more members of the public, I am deeply disappointed by how quickly this situation has arisen. The RMT has admitted that it is striking before it even knows the final plans for pay and conditions. How can anyone engage in constructive discussions with an organisation that has decided that pre-emptive strikes are the way to do it? The timing of the strikes is particularly inappropriate, given the ongoing pressures on the UK’s economic recovery as a whole, particularly in the rail and travel industries, and gives no consideration to the fact that many in supply chain businesses had to rely on furlough at best and so did not get full wages for the year. The RMT says there is never a good time for strikes, but it is its choice. Some times are clearly worse than others. Choosing to strike when students are sitting their A-levels and GCSEs is a particularly bad choice. When the first festivals are being held since the summer of 2019, it is incredibly inconsiderate to say the least. It is an attack on our young people trying to get on, and on so many of the population wanting to finally enjoy some respite from covid. It is also disappointing that Labour cannot decide whether it supports the strikes. If it supports working people as it claims, how can it have difficulty deciding whether it supports the many in the population or the few in the RMT who are spoiling for an early fight? The strikes will also have an impact on levelling up. I have spent much of my time and energy since becoming an MP advocating for more investment in the rail sector, especially in the north, including Ferryhill station, the Leamside line and other such places. I sincerely hope that the rail unions will reconsider their actions and that the Labour party will encourage them to do so. They will clearly impact the weakest in society most. It is so disappointing, but not surprising, that those on the Labour Benches are doing nothing to discourage their paymasters from these excessive and premature actions, which will frustrate levelling up, frustrate climate change improvements, frustrate students and frustrate people recovering from life after covid. Do they really want to be responsible for that?",Paul Howell,uk.org.publicwhip/person/25855,2022-06-15,Conservative,True
Rail Strikes,,"This strike is a great threat to the ordinary working people who depend on rail services for work and especially to those now undertaking exams. The reason that this action is so unjustified and reckless is that we have already seen the rail sector on life support following the huge challenges faced during the pandemic. Services  have become increasingly dependent on taxpayer subsidies, and that trend started before covid. Between 2015-16 and 2019-20, the National Audit Office identified that the amount of Government funding for operating and maintaining the rail network doubled. Now more than ever, it is important that we get people back using the railways so that services remain sustainable. At a time when rail operators are trying to encourage and convince people back on to the trains, we see the country being held to ransom by the unions and the Labour party. These reckless actions will harm ordinary families already struggling with the cost of living. Wage levels in the sector are already far higher than in most others. The average rail worker now earns £44,000 a year, compared with an average salary of just over £27,000 in Stoke-on-Trent South. Many working practices in the sector are also stuck in the dark ages. The driver rulebook has changed little since the 1960s.",Jack Brereton,uk.org.publicwhip/person/25698,2022-06-15,Conservative,True
Rail Strikes,,Will the hon. Gentleman give way?,David Linden,uk.org.publicwhip/person/25677,2022-06-15,Scottish National Party,True
Rail Strikes,,"No, I will not. If anything is to come from the unions’ outrageous actions, I hope that they will influence the Government to finally overhaul those archaic working practices. Unfortunately, I feel that the culture in parts of the rail industry works against the necessary reforms and improvements, particularly in Network Rail, as we have experienced in Stoke-on-Trent in trying to deliver our transforming cities fund to improve local rail services. The Government are focused on reinvesting in our railways, particularly on making them more accessible to communities across the country. For Stoke-on-Trent, which lost much of its local connectivity under the Beeching axe, improving local rail services through schemes such as the restoring your railway programme and the TCF is absolutely vital for levelling up, as my hon. Friend  the Member for Sedgefield (Paul Howell)  said. Locally in north Staffordshire, I hope that the Government support our levelling-up bids for reopening Meir station and the Stoke-Leek line, which we are working on as part of the restoring your railway programme. But these reckless actions by the trade unions and the Labour party undermine all that and threaten to undermine the levelling up of this country and the investment that we are putting into the railways.",Jack Brereton,uk.org.publicwhip/person/25698,2022-06-15,Conservative,True
Rail Strikes,,"As has been said, there is only one question that each and every Member of this House needs to ask themselves today: “Whose side am I on?” On the Conservative Benches, we are on the side of the British public and our constituents—workers trying to get to their jobs, the businesses that rely on them to be there, students travelling to sit their GCSE exams, and veterans wanting to mark Armed Forces Day. Over the pandemic, our constituents supported our railways with £600 from every family in the UK, because public money is not Government money; it is our constituents’ money. It is now time for the rail unions to support our constituents by accepting that working patterns and demand for rail travel have changed. Our constituents  cannot continue to subsidise the status quo when passenger numbers are down by three quarters and 94% of commuters are not going back to commuting five days a week. The way we all work and the jobs we do are changing at a faster and faster pace. No sector is immune. We need to be honest with workers. We do not hide from modernising the railways because it is difficult; we are making huge investments in massive infrastructure projects, overhauling ticketing, putting more staff on platforms, and reopening closed routes. Conservative Members of Parliament will vote to support our constituents today, but what will Labour Members do? Will they side with their constituents or with their union barons? I accept that it is hard for them to bite the hand that feeds them. The RMT donated nearly £250,000 to the Labour party in the last decade, so why would Labour Members vote to condemn rail strikes when they are on the union gravy train? Today, they have a chance to prove where their loyalties lie. Whose side are they on?",Ruth Edwards,uk.org.publicwhip/person/25854,2022-06-15,Conservative,True
Rail Strikes,,"I had intended to go through each element of the motion, but I do not have time, so I will focus on the second element, which is that we condemn “the decision of the rail unions to hold three days of strikes”. Precisely as my hon. Friend  the Member for Rushcliffe (Ruth Edwards)  said, I know whose side I am on.",Julie Marson,uk.org.publicwhip/person/25879,2022-06-15,Conservative,True
Rail Strikes,,Will the hon. Lady give way?,David Linden,uk.org.publicwhip/person/25677,2022-06-15,Scottish National Party,True
Rail Strikes,,"Absolutely not. I am on the side of my hard-working constituents—employed and self-employed—going about their ordinary business on a day-to-day basis who want to go to work next week, who want to see friends and family next week, who want to go shopping next week, and who may want to go to urgent and important GP and hospital appointments next week. I am on their side, and when I speak to the residents of my commuting towns of Bishop’s Stortford, Sawbridgeworth, Hertford, Ware and St Margarets, which serves Stanstead Abbotts, I say, “I am on your side.” I do not want to see these strikes because I think they are profoundly unfair. I do not believe that the unions are working in the best interests of the heroes who have been supporting our rail network and our rail industry over the last two years. I have written to my rail networks to thank them and their staff for everything they did during the pandemic. I would categorise this even more strongly: I support those workers, as well as all the other workers in my constituency, because they are hard-working people. They are not being served well by the union, and I would use that old adage of saying they are lions. They are lions, but they are led by donkeys.",Julie Marson,uk.org.publicwhip/person/25879,2022-06-15,Conservative,True
Rail Strikes,,"Peterborough is a rail city, and it has been since the 1850s, when the Great Northern line opened going up to York. We have literally thousands of commuters who have moved to Peterborough because of our excellent housing and because of quality of life issues, who commute to London each and every day. I do feel qualified to be able to talk about this issue. My father was a trade unionist for many years—he was the chair of Peterborough Unite—and like my hon. Friend  the Member for Winchester (Steve Brine) , I have an excellent relationship with railway staff in my constituency. They want reform in many ways, because the argument for reform is unarguable. Seven-day working practices are the norm elsewhere, and ticket office reform is obviously urgently needed. These are decent, hard-working people who want to serve the public. They are keen for reform, and they want a resolution to this dispute. They are not interested in communism or ideology; they just want to work. But the RMT—the union bosses themselves—do not want that, and neither does the Labour party. I just want to refer to the excellent speech by my hon. Friend  the Member for Bury North (James Daly) . He claimed to be on the side of those who are self-employed, on the side of those young people who want to sit their exams, on the side of those who want to go to hospital to access cancer treatments, and on the side of ordinary, everyday, hard-working people. I echo those sentiments entirely, because it is they whose side I am on—the hard-working people of Peterborough, be they people who need to get to work or the railway workers themselves. I am not on the side of these railway RMT bosses who put ideology before the interests of their members and ideology before the interests of the public, and the people who they pay for—and they are the Labour party MPs. This could be resolved tomorrow if the Labour party, the Labour leadership and Labour MPs appealed to RMT bosses to stop this strike. Will they do it?",Paul Bristow,uk.org.publicwhip/person/25795,2022-06-15,Conservative,True
Rail Strikes,,rose—,Rob Butler,uk.org.publicwhip/person/25895,2022-06-15,Conservative,True
Rail Strikes,,rose—,Simon Baynes,uk.org.publicwhip/person/25799,2022-06-15,Conservative,True
Rail Strikes,,"I apologise to Mr Baynes, and I call Mr Butler. We will take the clock off for you, but please resume your seat at 4.45 pm.",Nigel Evans,uk.org.publicwhip/person/10190,2022-06-15,Conservative,True
Rail Strikes,,"Thank you very much, Mr Deputy Speaker. I congratulate my right hon. Friend the Transport Secretary on grasping the nettle not just of recognising the needs of a modern-day railway, but of acting to secure a sustainable, efficient modern-day railway. It was right that public money supported the railways during the pandemic, but it is surely also right that public money is now focused where it is most needed, not least in the NHS and education. Unlike the Opposition parties, the Conservatives recognise that there is not a bottomless pit of money—taxpayers’ money, I would add—and the answer to every question is not spend, spend, spend without thinking how we would manage costs or how we would improve productivity. It was abundantly clear during the speech of the shadow Secretary of State,  the hon. Member for Sheffield, Heeley (Louise Haigh) , that the Labour party has absolutely no answers, because she simply refused to take questions from this side of the House. I know that her Front-Bench colleague, the hon. Member for Slough (Mr Dhesi) , is about to speak, and I would ask him two very simple questions, so that my constituents are absolutely clear about the attitude of Labour Members. First, will they condemn the strikes—yes or no? A one-word answer should not be too difficult. The shadow Secretary of State said that if Labour was in power, which I have to say is a thought that sends shivers down my spine, Labour would sit around the table with the unions. In that case, would Labour give in to all the unions’ demands, and if not, which ones would it reject? Just so we are absolutely clear, that is what she said she wanted to do. What would her stance be? My constituents want to know because the workers who need trains to get to their jobs next week, the pensioners who need to get to their hospital appointments next week and the schoolchildren who need to get to class next week cannot do so because of these totally unnecessary strikes. Will Labour condemn them?",Rob Butler,uk.org.publicwhip/person/25895,2022-06-15,Conservative,True
Rail Strikes,,Thank you very much. I call the shadow Minister.,Nigel Evans,uk.org.publicwhip/person/10190,2022-06-15,Conservative,True
Rail Strikes,,"It is a pleasure to wind up the debate on behalf of Her Majesty’s Opposition, and I thank all those who have contributed to what I can definitely say has been a lively debate. There is no doubt that our railways, and the committed workforce who run them, are of huge importance to our country, and we can all agree that the tireless efforts of our rail community in keeping the country running throughout the pandemic and beyond should be commended. That is precisely why the significance of the proposed strikes cannot be underplayed. But they can be avoided. It is good that we are debating this issue, and Conservative Members should take heed of the Labour party amendment to the motion. The rail industry has arguably seen more turbulent times throughout the pandemic than most industries. Service and revenues stopped, funding structures changed, and the franchise system was ditched. No one is arguing for things to return to the way they were before, but instead we should build effective and collaborative change for passengers and the industry. Our rail network faces issues such as pay, job losses as a result of cuts, safety and maintenance, but instead the Government seem busy playing politics—mud slinging, and trying to start Twitter wars. They are spoiling for a fight. That is precisely what this debate is about, and precisely what the intended strikes are about, rather than doing what is in the best interests of the British people. But we can see through all that. Blaming the Labour party for strike action that has been driven from Tory policies and mismanagement just will not fly. Perhaps Conservative Members need reminding who is in government, and who have been in government for the past 12-plus years. As my hon. Friend  the Member for Sheffield, Heeley (Louise Haigh)  said, if they put just half that energy into getting around a table with the unions to negotiate, we could have avoided the situation in which we find ourselves today.",Tan Dhesi,uk.org.publicwhip/person/25695,2022-06-15,Labour,True
Rail Strikes,,Does the hon. Gentleman agree that the RMT has refused to come to speak to the Government? The only reason why the Secretary of State has received a letter from the general secretary of the RMT is that this very debate has been called in the House of Commons.,Chris Loder,uk.org.publicwhip/person/25918,2022-06-15,Conservative,True
Rail Strikes,,"I thank the hon. Gentleman, but the true fact of the matter is that the Secretary of State has not even tried. He has been missing in action. The unions,  including the RMT, have been asking for negotiations. Indeed, there have been discussions over the past couple of years, but the unions have been highlighting that many of their members have not received a pay increase for the past couple of years. As I said, they have not met since March. The Secretary of State needs to show leadership and hold an urgent meeting between Ministers, employers and the union. Sadly this behaviour is indicative of wider incompetence when it comes to managing our transport network.",Tan Dhesi,uk.org.publicwhip/person/25695,2022-06-15,Labour,True
Rail Strikes,,Does the hon. Gentleman agree that the unions called a strike before they saw the finalised deals of a pay plan?,Claire Coutinho,uk.org.publicwhip/person/25890,2022-06-15,Conservative,True
Rail Strikes,,"As I highlighted, they have been in negotiations for the past couple of years. I am talking about wider incompetence, so let us take Transport for London and the Government’s failures in securing a long-term funding deal. That has left Transport for London in limbo, leaving it no choice but to make cuts to services in the face of a lack of Government support. Ministers are playing political games, where the only losers are the hard-working British people. Why are the Government choosing to cut when they should be choosing to invest? Instead of delivering on a rolling programme of electrification, they are scrapping huge parts of HS2. I see the Rail Minister,  the hon. Member for Aldridge-Brownhills (Wendy Morton) , laughing from a sedentary position, but the Government scrapped the eastern leg of HS2 and Northern Powerhouse Rail to boot. Why are they choosing managed decline, when they should be choosing growth? Why are they cutting services, when they should be cutting fares, as many of our European neighbours are doing? We could have a rail network with affordable, reliable services where more people want to travel by rail, helping us to address the climate emergency. Instead, the Government are focused on punishing rail passengers, punishing key workers on our railways, and presiding over the managed decline of our railways with £1 billion-worth of cuts imposed from the top. A decade-plus of Tory government has driven our transport systems into the ground, and the pandemic has catalysed that process to crisis point. The Labour party will always stand to defend the rights of working people, the British people, who currently face a blistering cost of living crisis in the wake of a global pandemic. Workers are looking to the Government for answers, but the Government simply do not have a plan: no employment Bill, which has been promised for the last three years; and no progress on fire and rehire. I have just been in a debate in Westminster Hall, which I managed to secure, on fire and rehire. Not one single Conservative Back Bencher managed to attend that debate. They simply do not—[Interruption.] They say they were here. Many other Members from the Labour party, the SNP and the Democratic Unionist party attended, but not a single Conservative Member from the Government Benches was there to support their Minister, because they do not believe in workers’ rights. They do not believe in supporting the British people who are going through this cost of living crisis. Now, the Transport Secretary seems intent on jeopardising the right to strike at all. If his Department wants to move forward, I suggest that what it should be  doing is negotiating, ending the strikes next week, and giving our transport system the attention it rightly deserves.",Tan Dhesi,uk.org.publicwhip/person/25695,2022-06-15,Labour,True
Rail Strikes,,"Let me start by thanking right hon. and hon. Members who have contributed to this very important debate, although I note the rather empty Opposition Benches and I contrast that with those on the Government side. Given that we are just six days away from the biggest rail strikes in decades—strikes which will disrupt examinations, Armed Forces Day, NHS operations and huge cultural moments like the Glastonbury festival—it is perhaps not surprising that so many Members have been here to contribute today. I share the disappointment expressed by Members on the Government Benches that the RMT has called this industrial action. Strikes should be the last resort, not the first, and I truly believe that the RMT is thoughtlessly jumping the gun by striking when talks with the industry have only just begun. Many people watching our proceedings today will be worried about next week. They will be worrying about how they will get to work, see their friends, or access vital public services. We have heard many examples of that from the Government Benches today. While we urge the trade unions to talk to us to find a solution, we are also planning for the worst.",Wendy Morton,uk.org.publicwhip/person/25342,2022-06-15,Conservative,True
Rail Strikes,,Will the Minister give way?,Clive Efford,uk.org.publicwhip/person/10185,2022-06-15,Labour,True
Rail Strikes,,"I want to make some progress first. I assure the House that, together with industry, we are looking at how to keep vital freight, medicine and fuel running. We should be in no doubt, however, that if the strikes go ahead, they will cause huge disruption. That is precisely why the Government have tabled this motion today. We believe that it is important that we stand as one House—[Interruption.] I give way to my hon. Friend  the Member for West Dorset (Chris Loder) .",Wendy Morton,uk.org.publicwhip/person/25342,2022-06-15,Conservative,True
Rail Strikes,,"I thank my hon. Friend, the excellent Rail Minister, for giving way. Does she agree, given that in 2018 the shadow Secretary of State stood on a platform and supported the RMT’s strikes for Northern Rail, that we will never see the Labour Front Bench condemn these strikes?",Chris Loder,uk.org.publicwhip/person/25918,2022-06-15,Conservative,True
Rail Strikes,,"I thank my hon. Friend for that intervention, but this evening  the hon. Member for Sheffield, Heeley (Louise Haigh)  and her colleagues have the opportunity to stand with Members on this side of the House and support the motion. We believe that it is important we stand as one House and condemn the unions for their reckless and irresponsible decision to grind our network to a halt next week. I really do hope that the Opposition will finally put aside their funding interests to vote with us today. I do not think that our constituents will accept being told that their lives and jobs are being disrupted because Labour has sided with a militant group of union leaders  who belong in the 1970s—leaders such as Mick Lynch, who admitted that this strike action would make the cost of living situation worse for people and who refused to rule out working towards a general strike; and leaders such as RMT deputy boss Eddie Dempsey, who admitted that the unions were striking before even knowing the final plans for pay and conditions. Just yesterday, we saw more rail unions moving toward strike action, this time cynically timing their walkout to coincide with the Commonwealth games. That will not just impact on the sport but will put at risk the legacy the games are looking to create in the west midlands. If Opposition Members deplore those actions as much as I do, they must vote to condemn the unions. As a result of the pandemic, our railways are facing an existential crisis. Many people can now choose to work from home or just to travel into the office a few days a week. Passenger journeys in recent months are still a fifth lower than in the equivalent period in 2019 and it is no exaggeration to say that the industry is now facing the biggest challenge in its 200-year history. The Government have earmarked more than £16 billion of funding for passenger services since the start of the pandemic to keep the railways running and to protect jobs. That is the equivalent of nearly £600 per household. That just cannot continue, so our railways need to change. The Government are doing our bit. We are simplifying the railways under the Great British Railways brand and ending franchising. We are investing in large infrastructures such as HS2 and Northern Powerhouse Rail. We are overhauling ticketing and offering passengers discounts and promotions such as the hugely popular Great British rail sale. We are addressing historic issues in the railways through the Williams-Shapps plan for rail, delivering more punctual and reliable services and tackling franchising. The time to act on this is now and we need railway employees to work alongside us in order to deliver a network fit for the 21st century—",Wendy Morton,uk.org.publicwhip/person/25342,2022-06-15,Conservative,True
Rail Strikes,,Then talk to them!,Louise Haigh,uk.org.publicwhip/person/25357,2022-06-15,Labour,True
Rail Strikes,,"There is one thing on which I want to be really clear, because I can hear the hon. Member for Sheffield, Heeley chuntering from the Front Bench. Let me be absolutely clear that when we talk about industry talks, the Government are not the employer here. That is a fundamental thing that Opposition Members need to remember. We cannot intervene between the rail companies and the unions. Industry is offering daily talks to the unions and we absolutely encourage the unions to stay at the negotiating table and call off these strikes. The unions must talk to the employers. Getting stuck in endless disputes will not solve anything, nor will it bring back the passengers the railway so badly needs—quite the opposite. The only solution is for everyone who takes pride in the railway to come together and agree a new way forward. Outdated working practices must end. It is time for the railways to modernise. If we get this right, we can create a future in which our railways thrive, passenger numbers grow and Britain’s economy rockets as we better connect up our towns, cities, communities and people. The prize is huge—Labour Members might not agree or like me saying this—but the consequences of these strikes will be severe: passengers may disappear for good, businesses will be damaged  and lives will be disrupted. It is time for the Labour party to get off the fence and stop defending the union bosses who fund their political activities. The Opposition might not like this, but it is time for us to put working people first. I commend the motion to the House. Amendment proposed: to leave out from “House” to end and add “does not want the national rail strikes to go ahead; and therefore urgently calls upon the Government, operators, network rail and the union to get around the table and resolve the issues on pay and cuts to safety staff to avert industrial action.”—(Mr Dhesi.) Question put, That the amendment be made.",Wendy Morton,uk.org.publicwhip/person/25342,2022-06-15,Conservative,True
Rail Strikes,,"On a point of order, Mr Deputy Speaker. The Standing Orders of the House state that a Member’s vote should follow their voice. No doubt people will have noted that  the hon. Member for Wellingborough (Mr Bone)  shouted “No.” Would he be in breach of the Standing Orders if he did not vote no?",David Linden,uk.org.publicwhip/person/25677,2022-06-15,Scottish National Party,True
Rail Strikes,,"I do not know who shouted “Aye” and who shouted “No,” but the hon. Gentleman is absolutely right that the vote should follow the voice.",Nigel Evans,uk.org.publicwhip/person/10190,2022-06-15,Conservative,True
Rail Strikes,,"On a point of order, Mr Deputy Speaker. I think the whole House would agree about the importance of declaring our financial interests. Will you guide the House on whether Members should have declared that the RMT had funded them individually, their constituency party or their general election campaign in 2019 before speaking in the debate?",Claire Coutinho,uk.org.publicwhip/person/25890,2022-06-15,Conservative,True
Rail Strikes,,"I thank the hon. Lady for her point of order. It is not up to the Chair to determine whether Members should or should not declare any registrable interest. It is up to each individual Member to do so. Members should therefore reflect on what their circumstances are. Should anybody believe that another Member has not followed the guidelines, of course they always have open recourse to the Parliamentary Commissioner for Standards to make complaints.",Nigel Evans,uk.org.publicwhip/person/10190,2022-06-15,Conservative,True
Rail Strikes,,"Further to that point of order, Mr Deputy Speaker. During the debate, a number of Government Members quoted other Members’ entries in the Register of Members’ Financial Interests. Will you confirm that it was in order for hon. Members to declare those interests?",Chris Stephens,uk.org.publicwhip/person/25306,2022-06-15,Scottish National Party,True
Rail Strikes,,"If I have understood the point of order correctly, it is about Members who have stood up and declared on both sides of the Chamber.",Nigel Evans,uk.org.publicwhip/person/10190,2022-06-15,Conservative,True
Rail Strikes,,indicated assent.,Chris Stephens,uk.org.publicwhip/person/25306,2022-06-15,Scottish National Party,True
Rail Strikes,,"Then yes, those who have done so are absolutely in order.",Nigel Evans,uk.org.publicwhip/person/10190,2022-06-15,Conservative,True
